correct/anomalous;ra;dec;parallax;pmra;pmdec;astrometric_excess_noise;ruwe;phot_g_mean_mag;phot_bp_rp_excess_factor;bp_rp
1;279.25379493657124;38.53931124788134;-0.2075043324937867;-2.131974604117816;-4.595660529282916;0.0;1.0183003;18.729794;1.2674986;1.3521557
1;279.26079428785755;38.53857725100637;0.45725965011319586;-1.0695231334990294;1.5687028976044937;0.30618244;1.0492566;18.837862;1.1921107;1.0185165
1;279.26255319429083;38.543790966829334;0.3480720975133523;-0.9773187250194906;-1.760639221369492;0.0;0.98640716;20.125387;1.2234552;0.8031063
1;279.26292853344745;38.54541429232228;0.09754287812218965;-5.79782553295934;1.3646325378621822;0.81448364;1.0168633;19.762398;1.2691166;1.1546612
1;279.24127454025967;38.53985120236758;0.24689357238081025;-7.132419851425356;-15.126187157236298;1.9686713;0.9579154;20.816216;1.5017745;1.2684765
1;279.2431982458715;38.552154111648335;0.35293865954303905;-4.456836328260721;-2.2186072606913716;0.0;1.0311679;18.610474;1.3391298;1.4529152
1;279.25673444838037;38.55147020474385;0.934213893088832;-1.7819546657263468;-11.225288853696473;0.0;0.9649913;19.051405;1.3311104;2.1740074
1;279.25328886693893;38.543117988570955;0.46675309916913865;-4.526104744357509;-3.1735510095842514;1.5147636;1.0243679;20.31442;1.3874587;1.4896202
1;279.25065365168047;38.54578010461508;-5.26460903147747E-4;1.4911907683986347;-4.435606305953537;0.0;1.0531862;17.935772;1.3285654;0.94467354
1;279.25486157983073;38.54914744707209;0.061543298986459785;-2.272491272050222;1.1660277203836986;0.33396947;1.0120496;19.601784;1.17262;1.3329048
1;279.2459569956269;38.55713267496671;0.3627373167742179;-1.2513021900806578;-4.8412648854175195;1.5674101;1.0693374;19.811401;1.4308906;1.9530697
1;279.2418104752199;38.550291609595426;;;;1.9670435;;21.014978;2.84215;1.4264832
1;279.2413392294609;38.55002214762046;2.517346050874827;-0.3931910232199335;-7.813823407295674;3.4293687;1.103661;20.89538;2.3959131;1.6861401
1;279.2490813322232;38.54134196594019;0.8740570390491392;3.8932520548506635;-11.519107013608958;0.0;0.9900711;15.858871;1.2194347;1.013319
1;279.24199203928816;38.54920806775005;0.9539665773307414;-0.3940958514846699;-7.344141135033107;0.0;0.9688195;15.56028;1.2471482;1.2756834
1;279.24947850292284;38.544112201817015;0.3445328835374694;2.0361461796998412;3.26444883255221;0.0;1.0440235;17.750233;1.2191924;0.97351265
1;279.2507271440553;38.54699539776061;2.582743571996787;6.399006739451563;15.823314366314364;1.481516;12.54066;13.696647;1.3584272;1.1280756
1;279.22314856380694;38.53634110163963;;;;0.0;;21.04016;1.5228627;3.0879612
1;279.1956465881062;38.5499836077704;0.04142773575256793;-2.35019316848538;-5.651682449152361;0.0;0.9742269;19.467503;1.1633054;1.2974644
1;279.21226434093114;38.545353779509014;0.5266216073442562;-0.3742473044232809;-10.786817592804578;0.203806;1.0494105;17.975588;1.2913226;1.2484264
1;279.2026599062128;38.549983457606686;0.2021985899978939;-5.118388871694794;-7.804618741462689;0.0;0.9504235;17.76485;1.2101679;0.8970604
1;279.21152065356904;38.554779607323034;0.18203080710865466;-3.483285079021279;-4.116919067727078;0.0;0.9647983;18.088573;1.1807708;0.9871597
1;279.20816225969287;38.55524455595824;1.9101813900724425;4.924163869325086;1.322842629044773;3.488489;1.119083;20.702314;1.5255749;1.4651737
1;279.1956335548544;38.550976153200395;0.5596204745907124;-2.6565411004814665;-11.234539102106373;0.0;0.9925374;18.661741;1.2462375;1.4625225
1;279.1978317687338;38.5532322870374;0.8457918073437908;-5.702165644390858;-2.5184565520486446;1.3860093;1.0864363;20.368637;1.5175048;1.9895859
1;279.23466926910015;38.54628765757424;0.2392141971514231;-3.1404406693874645;-4.8254003224018405;0.0;0.98917985;19.634104;1.1584072;0.94098663
1;279.2333331661639;38.56679303912661;1.2910805070623748;-7.957579024086308;-13.202514566530594;0.0;0.96868044;18.17314;1.3083352;2.1169472
1;279.2366435298849;38.556468647574455;;;;0.0;;20.878263;1.6272913;0.71780014
