correct/anomalous;ra;dec;parallax;pmra;pmdec;astrometric_excess_noise;ruwe;phot_g_mean_mag;phot_bp_rp_excess_factor;bp_rp
1;101.28834270344026;-16.916770417377162;;;;6.0679574;;20.954908;2.0629025;1.2274399
1;101.25241643205158;-16.95262501251497;0.3079497666898832;2.6121711902117846;-2.289290373328322;0.0;1.024295;18.906164;1.2646643;1.4716377
1;101.25061934447747;-16.952015807252803;0.5297994396700231;-1.2932780598462805;-1.1372469096030815;0.0;0.9675375;18.749565;1.3308895;1.8001862
1;101.25966708092206;-16.948117893260825;0.37610193695301025;-0.991052184945858;2.345024919594196;0.018010272;1.0107338;16.475271;1.2830848;1.3151541
1;101.24612448600769;-16.947479380407515;0.4565937346724823;2.646109499962431;1.533690070675399;0.12575506;1.0237523;18.004034;1.2838721;1.747776
1;101.25228204526516;-16.94639195767221;-1.1312245512781616;24.30198495904614;-23.27771331851506;2.9021277;1.0853908;20.606499;1.468663;1.9728642
1;101.24937717113198;-16.94663656430264;-0.666372092940315;-0.3234450584789397;2.340294145637407;0.6546677;1.0379819;20.428354;1.4866327;1.0983524
1;101.24971736937266;-16.95013488835735;0.4874519590119814;-0.27063661396252514;-0.28344657782400046;0.053623825;1.0447783;15.034992;1.2919722;1.6234274
1;101.26204940419497;-16.94615066725311;0.19157775329305593;0.6040950006731503;1.1253353985398156;0.0;0.9940019;18.522612;1.3276373;1.4577541
1;101.27017625560924;-16.93754652919553;0.19111959411227547;-1.0898376695956955;2.708907245209779;0.0;0.9667199;16.404428;1.2283688;1.0368385
1;101.26508372171865;-16.935373751012353;0.08357465687093771;-1.1676525051510647;0.447501950375864;0.6056667;1.0311683;19.95467;1.3356297;1.2792835
1;101.25606720433127;-16.941785910532072;-0.7840520198169617;-1.1967319760751394;2.5848029629633067;0.0;0.96582466;20.476423;1.4250562;1.2701645
1;101.25385408955812;-16.941573324568616;-0.8410522081337096;-1.3140854619635476;0.8965182478899313;0.0;0.95486385;20.50994;1.5688498;1.3530674
1;101.26586001927735;-16.939714468326482;1.0000859065768042;-0.18198379492721534;2.851138508088446;5.585109;1.455154;20.0833;1.595943;1.6883526
1;101.25960067046373;-16.946010813985954;1.886318730956088;3.3234227564024303;-1.015887151913044;2.801617;0.98343086;20.907457;2.1901016;0.7601795
1;101.25733581804187;-16.94041133632419;-0.9274113924964411;0.7948714701609136;6.52166707890248;0.0;1.0275388;20.524742;1.5747813;1.0926437
1;101.26382365526646;-16.935452545543924;0.1650724177457904;-0.6049426703539278;1.28438243497359;0.16042377;1.0411464;18.617517;1.2653396;1.438261
1;101.24577107828634;-16.940625975286082;0.38971127448556864;-8.309014748930921E-4;1.2107693627851963;0.16937426;1.0381747;18.581055;1.2666876;1.3092403
1;101.23374222350826;-16.937992148477875;0.16518002423674455;-0.38776418326503564;0.742606433381888;0.0;0.9589798;18.770765;1.2647358;1.297224
1;101.2478171081828;-16.936632556986027;0.2819322959343168;-0.6828943725607992;1.1148832779596838;0.0;0.99805385;19.452307;1.2352234;1.2348328
1;101.23377683409566;-16.935965269025893;0.3364445064246435;-3.488663412118789;3.0566944309240283;0.0;0.9909716;18.065393;1.2996149;1.7055359
1;101.23749685851935;-16.94373252420868;0.9170467457197267;-4.670736175433073;-3.2154817731660845;0.0;1.0228376;20.260239;1.4096226;1.8061523
